,player_name,school,GP,Min_per,ORtg,usg,eFG,TS_per,FT_per,twoP_per,TP_per,yr,ht,ast/tov,pick,drtg,bpm,mp,oreb,dreb,ast,stl,blk,pts,role,drafted
394,Josh Slater,Lipscomb,29,77.7,106.3,29.1,46.6,53.52,0.725,0.5,0.265,4,190,1.50549729,0.0,94.6204,7.62694,31.4828,1.7931,4.1724,4.7241,3.069,0.2069,16.4828,Scoring PG,No
395,Alphonso Dawson,Delaware,20,37.8,89.3,21.0,41.2,43.33,0.708,0.34600000000000003,0.314,4,193,0.5263158,0.0,108.541,-4.15045,23.65,0.9500000000000001,2.15,0.5,0.25,0.1,7.6,Wing G,No
396,Marco Cooper,Sam Houston St.,19,10.3,122.0,12.9,66.7,66.31,0.6000000000000001,0.667,0.0,2,200,1.0,0.0,101.091,1.20344,6.3684,0.7895000000000001,1.1579,0.3158,0.1053,0.0526,1.6316000000000002,PF/C,No
398,D.J. Boney,Delaware,31,50.6,100.4,11.2,41.6,46.89,0.793,0.389,0.28800000000000003,4,195,1.646973,0.0,110.902,-1.08753,20.4194,0.7097,0.9032,0.9032,0.1935,0.1935,3.2903000000000002,Wing G,No
404,Josh Thornton,Towson,30,61.8,98.6,22.8,47.7,49.07,0.683,0.313,0.391,4,187,0.87802737,0.0,115.289,-2.91167,25.7667,0.5,1.5,1.2,0.6333000000000001,0.06670000000000001,11.3667,Combo G,No
415,Travis Cohn,Jacksonville,30,46.5,109.8,23.9,54.1,56.9,0.738,0.527,0.373,4,187,0.82922361,0.0,97.4593,1.05126,19.6,0.8333,2.1,1.1333,0.5333,0.06670000000000001,9.9333,Wing G,No
416,Cory Higgins,Colorado,37,80.3,110.8,24.7,47.2,54.83,0.868,0.457,0.35000000000000003,4,195,1.1688049600000001,0.0,107.918,1.6633200000000001,32.4324,0.7838,2.4595000000000002,2.4324,1.0,0.3784,16.0811,Wing G,No
420,Greivis Vasquez,Maryland,32,84.8,111.7,30.7,49.7,55.02,0.857,0.47200000000000003,0.36,4,198,1.8796444600000002,28.0,97.2737,9.25869,34.3125,1.1875,3.5312,6.3438,1.7187999999999999,0.3438,20.0312,Pure PG,Yes
424,Avery Merriex,Air Force,26,40.9,76.2,11.3,46.7,49.38,0.643,0.436,0.429,4,187,1.03336796,0.0,109.85,-5.24183,18.2308,0.07690000000000001,1.0,1.1923,0.3846,0.07690000000000001,2.0,Combo G,No
425,Travis Bureau,Louisiana Lafayette,25,67.4,110.4,17.5,56.0,57.32,0.602,0.54,0.404,4,200,0.925,0.0,100.007,2.91634,29.52,1.6,4.88,1.48,0.64,0.88,10.2,Stretch 4,No
428,Ty Proffitt,Morehead St.,30,78.8,108.0,17.8,50.4,55.53,0.798,0.46900000000000003,0.354,4,193,1.20831249,0.0,106.363,-0.7788200000000001,31.5,0.33330000000000004,2.0333,1.9333,0.7000000000000001,0.0,9.7333,Combo G,No
429,LaceDarius Dunn,Baylor,27,79.0,104.1,28.7,50.5,55.63,0.8240000000000001,0.448,0.364,4,193,0.59595823,0.0,99.0217,1.87669,35.2593,0.8148000000000001,2.963,2.1852,1.2593,0.037,19.5926,Combo G,No
430,Jamine Peterson,Providence,31,75.6,114.0,28.4,51.7,52.69,0.561,0.517,0.34500000000000003,2,198,0.63158748,0.0,106.838,4.624,30.3548,4.3548,5.8065,1.1613,1.2581,0.8387,19.6452,Stretch 4,No
432,Tyrel Reed,Kansas,38,71.4,122.5,14.6,54.3,58.75,0.798,0.481,0.379,4,193,1.8855715100000001,0.0,94.2558,9.28024,28.6579,0.6053000000000001,2.5,1.7368000000000001,1.4737,0.1842,9.7105,Combo G,No
448,Drew Speraw,UCF,21,6.9,121.0,13.2,55.6,52.77,0.0,0.8,0.308,4,187,5.50210088,0.0,107.854,0.39322199999999996,4.1429,0.1429,0.33330000000000004,0.5238,0.0952,0.0,0.9524,Combo G,No
453,Rahmon Fletcher,Green Bay,31,78.6,109.1,25.7,52.0,54.45,0.7020000000000001,0.504,0.368,4,177,1.43940825,0.0,105.979,2.79712,31.7097,0.5161,1.871,3.0645,1.4839,0.09680000000000001,15.645199999999999,Scoring PG,No
458,Evan Hilton,Alabama A&M,22,56.8,85.3,23.9,39.0,44.85,0.615,0.386,0.268,4,190,0.4130279,0.0,98.3467,-6.56889,22.8636,1.5,2.1818,0.8636,1.0909,0.0455,8.8636,Wing G,No
461,Nick Lake,Princeton,17,10.2,94.0,16.1,43.1,45.08,1.0,0.333,0.304,4,198,0.19993201,0.0,90.1997,-3.87182,7.2353,0.5882000000000001,1.0,0.058800000000000005,0.17650000000000002,0.058800000000000005,1.5882,Stretch 4,No
464,Vinny Lima,Northeastern,15,15.3,85.7,20.5,33.6,40.73,0.875,0.314,0.25,4,208,0.54547937,0.0,111.581,-7.26758,12.7333,0.8,1.6,0.4,0.2,0.2,3.4,Stretch 4,No
474,Larry Jackson,Florida A&M,28,64.1,90.0,18.3,46.1,49.17,0.546,0.458,0.5,4,198,0.26001009,0.0,100.774,-5.75505,26.1071,1.9643000000000002,4.1786,0.46430000000000005,0.5,0.3214,7.4286,Wing F,No
480,Nikola Dragovic,UCLA,30,74.4,96.8,21.7,44.8,50.1,0.778,0.47900000000000004,0.281,4,205,0.70173685,0.0,105.385,0.6417419999999999,32.2333,0.9333,3.4667,1.3333,0.7667,0.5667,12.0333,Stretch 4,No
482,Jeff Allen,Virginia Tech,34,79.8,99.7,25.2,50.8,53.79,0.66,0.539,0.147,4,200,0.60605128,0.0,88.2135,4.63171,32.2647,2.7059,7.0,1.7647,1.2941,0.7353000000000001,13.3529,Wing F,No
485,Xavier Silas,Northern Illinois,25,69.0,103.0,33.5,51.2,58.78,0.846,0.47600000000000003,0.393,4,195,0.46534654000000003,0.0,105.227,-0.418817,32.28,0.84,3.76,1.88,1.2,0.28,21.8,Wing G,No
486,Steve McNees,Akron,35,78.0,101.5,16.4,45.7,48.73,0.679,0.391,0.319,4,187,2.39030226,0.0,101.695,0.512212,31.7714,0.1714,2.4286,2.8,0.7429,0.1143,8.8,Combo G,No
492,Johnny Mayhane,Tulane,27,54.8,99.8,16.1,51.6,53.56,0.81,0.308,0.41100000000000003,4,195,0.82757655,0.0,106.318,-3.80282,22.037,0.2222,1.6296,0.8889,0.3704,0.1111,6.7036999999999995,Wing G,No
494,Kevin Sims,Tulane,22,57.9,101.1,21.2,43.3,51.32,0.752,0.333,0.369,4,177,1.55819908,0.0,104.603,0.10408,31.7273,0.5455,2.3182,3.0455,0.8636,0.09090000000000001,11.1818,Scoring PG,No
495,Asim McQueen,Tulane,30,68.3,94.2,17.7,44.9,50.08,0.747,0.447,0.333,4,200,0.4166875,0.0,101.583,-1.08988,27.4333,1.7667000000000002,2.8,0.6667000000000001,0.8667,0.5,7.7333,Wing F,No
499,Andre Stephens,Southern Miss,21,12.3,96.0,20.1,50.0,51.72,0.55,0.5,0.0,4,203,0.0,0.0,94.6852,-6.90221,7.0,0.8095,1.0,0.0,0.1905,0.0476,2.1429,C,No
500,Obi Muonelo,Oklahoma St.,33,76.2,107.8,22.6,55.0,55.88,0.589,0.442,0.426,4,195,1.19997971,0.0,99.47,6.70468,30.6061,1.1515,3.8788,2.3636,0.9394,0.2727,13.303,Wing G,No
503,Kris Douse,Delaware St.,14,7.8,68.5,20.5,38.9,40.77,0.5,0.389,0.0,4,198,0.12495625,0.0,98.371,-10.8702,5.8571,0.35710000000000003,0.42860000000000004,0.0714,0.2857,0.0714,1.2143,PF/C,No
510,Dominic Friend,Nicholls St.,24,65.5,82.3,12.2,38.6,44.27,0.806,0.385,0.258,3,200,0.91176678,0.0,110.893,-3.52047,28.7917,0.4167,2.25,1.2917,0.75,0.2917,4.4167,Wing G,No
514,Shelton Carter,Winston Salem St.,25,68.4,86.3,19.0,40.7,44.45,0.805,0.353,0.296,3,195,0.51020407,0.0,106.929,-4.4392700000000005,27.36,1.12,2.4,1.0,0.72,0.04,8.16,Wing G,No
515,Davis Baker,Southern Utah,27,86.3,102.5,24.8,49.3,55.05,0.85,0.486,0.34600000000000003,4,193,0.35294816,0.0,108.086,-3.50508,35.0,0.8148000000000001,4.6296,0.8889,0.963,0.2222,17.2222,Wing G,No
522,Ryan Wittman,Cornell,32,84.9,119.7,22.6,59.8,62.08,0.8210000000000001,0.537,0.428,4,198,1.11327128,0.0,100.827,4.92495,34.2188,0.4062,3.4688,1.8437999999999999,1.0312,0.3438,17.8438,Wing G,No
523,Alex Tyler,Cornell,25,20.5,92.1,19.5,34.3,43.22,0.852,0.343,0.0,4,200,0.75,0.0,100.571,-2.16987,10.56,0.68,0.8,0.48,0.24,0.48,2.76,PF/C,No
525,Geoff Reeves,Cornell,32,44.4,128.3,12.2,66.7,68.15,0.867,0.5670000000000001,0.46900000000000003,4,195,1.42101717,0.0,102.718,4.82404,17.9062,0.5312,0.7188,0.8438,0.6875,0.1562,5.0312,Combo G,No
526,Jon Jaques,Cornell,29,38.7,120.7,17.6,63.5,65.28,0.808,0.577,0.447,4,200,0.8799443100000001,0.0,95.8851,6.24608,17.2069,0.7586,1.931,0.7586,1.069,0.1034,6.7241,Wing G,No
527,Louis Dale,Cornell,30,66.6,116.5,25.4,55.2,58.61,0.853,0.526,0.393,4,180,2.08818994,0.0,100.054,4.95793,28.6333,0.6000000000000001,2.3,4.7333,1.3,0.1,12.8667,Pure PG,No
528,Tyrone Lewis,Niagara,27,68.9,112.3,22.8,50.3,53.96,0.754,0.419,0.367,4,182,1.21053001,0.0,98.2176,4.96914,34.1852,1.4444,3.2222,1.7037,1.8889,0.7037,17.0741,Combo G,No
530,Frank Turner,Canisius,32,93.9,107.6,24.9,50.3,55.67,0.716,0.507,0.324,4,177,1.71698113,0.0,97.9446,4.29684,38.3125,0.75,4.3438,5.6875,2.0625,0.09380000000000001,16.1875,Pure PG,No
546,Lamar Roberson,Louisiana Lafayette,23,37.8,98.2,18.0,44.7,48.4,0.724,0.494,0.158,4,203,1.33330142,0.0,98.6413,0.6635700000000001,18.3913,0.9565,1.913,1.3913,0.9565,0.6957,4.9565,Wing F,No
554,Trevor Welcher,Delaware St.,27,39.4,105.7,15.7,44.6,49.26,0.714,0.47200000000000003,0.23800000000000002,4,180,2.45459001,0.0,108.264,-3.06666,16.4815,0.48150000000000004,0.5926,1.0,1.0741,0.0,4.0,Scoring PG,No
562,A.J. Smith,Stetson,26,77.8,88.7,28.2,46.2,51.35,0.746,0.418,0.34500000000000003,4,182,0.5053817700000001,0.0,112.836,-5.99283,32.3077,0.6154000000000001,1.8462,1.8077,0.8077000000000001,0.07690000000000001,14.8462,Combo G,No
563,James Florence,Mercer,29,79.1,101.6,29.8,46.9,52.64,0.743,0.47200000000000003,0.31,4,185,1.17117776,0.0,107.546,0.226845,33.9655,0.5517000000000001,2.6207000000000003,4.4828,1.6552,0.4138,18.0345,Scoring PG,No
564,Olivier Dupiton,Stetson,22,24.0,73.3,13.8,38.9,41.53,0.5,0.389,0.0,3,200,0.3157712,0.0,104.877,-4.88595,11.7727,0.9545,1.1818,0.2727,0.6818000000000001,0.2727,1.6818,PF/C,No
570,Randy Berry,Green Bay,33,72.1,124.7,14.8,54.1,64.33,0.8130000000000001,0.55,0.0,4,205,0.75611718,0.0,101.123,4.62051,29.2727,3.2121,5.0303,0.9394,0.36360000000000003,0.7576,7.6667000000000005,C,No
571,Delroy James,Rhode Island,34,85.0,99.8,30.7,47.0,51.71,0.737,0.503,0.252,4,203,0.79130205,0.0,94.7704,4.78784,34.1176,2.7059,5.1471,2.6765,1.5882,1.1471,17.5,Wing F,No
572,Lamonte Ulmer,Rhode Island,36,76.1,118.7,18.7,54.1,57.58,0.722,0.556,0.273,4,198,1.0,0.0,99.6967,6.11031,30.6389,2.8889,4.5556,1.2222,1.1389,0.9444,12.0556,Wing F,No
575,Andrew Jones III,Penn St.,34,75.8,103.2,13.5,53.5,54.4,0.5670000000000001,0.535,0.0,4,208,0.48833715,0.0,106.501,1.9430800000000001,30.3235,2.1765,3.3824,0.6176,0.3529,0.1471,6.0,C,No
576,Patrick Sullivan,Southeastern Louisiana,27,75.0,103.2,27.7,52.4,56.07,0.715,0.529,0.0,4,205,0.69331843,0.0,92.1325,3.8907,30.2963,1.9259,6.3704,1.9259,0.8148000000000001,3.3704,15.2593,C,No
581,Jeremy Buttell,Illinois Chicago,29,83.0,108.7,18.6,54.0,55.97,0.659,0.529,0.369,4,200,0.3999855,0.0,104.254,1.6349300000000002,33.2069,2.5862,4.7931,0.5517000000000001,0.8966000000000001,0.27590000000000003,12.1724,Stretch 4,No
582,Dior Lowhorn,San Francisco,27,69.0,106.1,30.7,49.2,55.14,0.8240000000000001,0.505,0.293,4,200,0.22415159,0.0,105.648,-1.02337,29.2593,2.0741,4.5556,0.48150000000000004,0.6667000000000001,0.4444,18.1481,Wing F,No
583,Dazzmond Thornton,James Madison,12,13.9,84.5,18.5,52.3,53.31,0.5710000000000001,0.523,0.0,4,200,0.41173148,0.0,101.694,-5.34319,15.25,0.4167,1.9167,0.5833,0.5,0.5833,4.5,PF/C,No
592,Mike Bardo,Akron,35,27.9,100.6,8.9,54.3,50.61,0.364,0.543,0.0,4,208,0.53850297,0.0,99.581,-1.01344,11.3714,0.9714,1.1714,0.2,0.2,0.2286,1.3143,C,No
593,Justin Knox,North Carolina,37,36.0,97.0,17.0,52.5,55.66,0.642,0.525,0.0,4,205,0.30957624,0.0,96.197,2.12527,14.4324,1.0811,2.1081,0.3514,0.2162,0.32430000000000003,4.5676,C,No
595,Trevor Gaskins,Louisiana Tech,31,72.6,105.2,20.6,52.1,55.72,0.758,0.461,0.393,4,187,1.06560964,0.0,102.867,1.50583,30.4516,0.9032,2.871,2.0968,1.0645,0.0,11.871,Combo G,No
597,Chris McKnight,Akron,34,51.4,112.3,24.3,54.4,58.0,0.672,0.545,0.359,4,200,0.90193335,0.0,95.3818,5.02409,21.0294,1.9118,3.0,1.3529,0.9412,0.2647,9.8824,Wing F,No
599,Bryan Davis,Texas A&M,33,63.5,100.1,24.0,48.2,51.31,0.5650000000000001,0.482,0.0,4,205,0.75002427,0.0,87.3965,10.2166,25.5758,3.1515,5.0606,1.5455,1.2424,1.7273,9.3939,C,No
600,Derrick Roland,Texas A&M,11,20.5,109.9,21.1,54.2,58.3,0.793,0.593,0.30000000000000004,4,193,0.9444512700000001,0.0,99.4135,5.99877,24.8182,1.0909,2.0,1.5455,0.5455,0.6364000000000001,10.3636,Wing G,No
602,Tony Crocker,Oklahoma,30,77.4,108.1,19.1,47.9,51.78,0.736,0.47000000000000003,0.328,4,198,1.34206995,0.0,106.305,4.55644,32.2667,1.7000000000000002,4.4667,1.7000000000000002,1.0667,0.5,11.4333,Wing F,No
603,Bryan Beasley,Rice,27,36.7,81.8,10.7,41.3,41.25,0.389,0.28,0.381,4,182,1.72005618,0.0,105.299,-1.00598,16.5185,0.2963,0.8889,1.5926,0.8148000000000001,0.1481,1.6667,Scoring PG,No
605,Donald Sloan,Texas A&M,33,82.9,107.8,27.0,49.3,55.19,0.784,0.47400000000000003,0.359,4,190,0.96154174,0.0,100.813,4.35958,33.3939,0.6667000000000001,2.8788,2.2727,0.6667000000000001,0.0606,17.8788,Combo G,No
613,Michael Hunter,UC Irvine,30,74.1,104.2,23.9,50.8,55.44,0.865,0.487,0.34600000000000003,4,177,1.07938102,0.0,107.108,-0.465207,29.7667,0.2333,2.0667,2.2667,1.3333,0.06670000000000001,13.5,Combo G,No
615,Mark Payne,UC Davis,25,75.2,119.6,23.0,54.9,62.4,0.8270000000000001,0.5760000000000001,0.302,4,203,1.8367346100000002,0.0,107.527,2.64435,34.44,1.16,3.68,3.6,1.12,0.24,15.88,Wing F,No
618,Rishawn Johnson,Canisius,29,22.0,73.1,17.2,41.3,43.33,0.556,0.419,0.0,3,198,0.23076065,0.0,103.071,-8.60896,9.8966,0.4828,1.0,0.2069,0.1379,0.069,2.1379,PF/C,No
622,Lucas O'Rear,Northern Iowa,22,43.4,109.6,18.1,54.8,57.19,0.627,0.559,0.0,4,198,1.06895772,0.0,98.1967,3.87168,26.0455,2.0,3.5455,1.4091,1.0,0.18180000000000002,6.8636,Wing F,No
624,Shemik Thompson,Central Connecticut,31,81.7,99.7,24.8,42.2,46.79,0.745,0.41500000000000004,0.293,4,182,1.89535726,0.0,94.513,2.54045,33.0645,1.5161,3.6129,5.2581,1.9032,0.1935,12.354800000000001,Scoring PG,No
628,Clint Hopf,Evansville,31,46.1,112.0,16.5,55.9,61.16,0.723,0.559,0.0,4,203,0.27997519,0.0,103.021,-0.198467,18.5161,1.3548,2.0323,0.2258,0.3548,0.2581,5.9355,C,No
629,Kavon Lacey,Evansville,31,61.8,95.2,15.6,45.5,51.84,0.714,0.461,0.25,4,185,1.64002727,0.0,104.463,-1.02561,24.8387,0.5806,1.9355,2.6452,0.6452,0.0,5.2258,Scoring PG,No
640,Malik Boothe,St. John's,32,45.0,95.7,17.1,45.4,51.97,0.712,0.453,0.304,4,175,1.85996796,0.0,102.633,0.340394,18.625,0.25,1.25,2.9062,0.8125,0.0,4.0938,Pure PG,No
641,D.J. Kennedy,St. John's,32,69.4,109.9,19.8,50.0,57.0,0.778,0.486,0.364,4,195,1.18175471,0.0,95.5153,8.49215,28.7188,1.375,4.25,2.0312,1.75,0.46880000000000005,10.4062,Wing G,No
642,Jabari Edwards,George Washington,31,46.9,98.3,11.5,50.0,50.09,0.481,0.5,0.0,4,208,0.58331177,0.0,101.882,3.32846,18.7419,1.7419,2.0,0.4516,0.4516,1.5484,3.0,C,No
643,Joseph Katuka,George Washington,31,53.0,93.3,23.9,47.8,49.52,0.538,0.47800000000000004,0.0,4,210,0.32075802000000003,0.0,97.3723,-0.572205,21.2903,2.1612999999999998,2.8387000000000002,0.5484,0.7419,0.871,8.0645,C,No
644,Paris Horne,St. John's,33,69.8,105.1,16.4,51.7,53.93,0.619,0.493,0.377,4,190,1.17397227,0.0,104.318,4.84278,28.0303,1.3939,1.5455,1.6364,0.9697,0.2121,7.9394,Combo G,No
645,Dele Coker,St. John's,22,10.3,62.4,17.3,29.6,30.38,0.333,0.296,0.0,4,208,0.25004584,0.0,103.107,-4.64734,6.1818,0.5455,0.6364000000000001,0.1364,0.0455,0.2727,0.8636,C,No
646,Sean Evans,St. John's,31,28.3,104.6,17.1,49.4,52.84,0.593,0.494,0.0,4,203,0.31253634,0.0,97.4054,1.78932,12.0968,1.0645,1.6774,0.1613,0.6129,0.129,3.5806,C,No
647,Jerrell Thompson,Sacred Heart,29,77.8,101.8,22.3,46.0,52.0,0.865,0.442,0.327,4,177,1.43998922,0.0,102.414,-0.308496,31.3793,0.8966000000000001,3.2759,3.7241,1.5517,0.069,11.4138,Scoring PG,No
648,Gary Wallace,Robert Morris,30,57.1,96.3,13.5,43.5,45.53,0.549,0.506,0.22,4,190,1.5769009600000001,0.0,99.2689,0.25079799999999997,24.6333,0.7667,2.8,1.3667,0.7667,0.16670000000000001,5.1667,Wing G,No
654,Jeremy Anderson,Liberty,24,20.6,110.5,12.4,53.3,54.05,0.75,1.0,0.35000000000000003,3,193,0.57147755,0.0,105.452,-4.40763,10.125,0.0417,0.625,0.16670000000000001,0.125,0.0,2.8333,Wing G,No
655,Shawn Bowen,Stetson,14,10.6,47.6,12.4,17.5,17.88,0.2,0.28600000000000003,0.077,3,190,1.20022403,0.0,111.944,-10.8127,8.2143,0.21430000000000002,0.7857000000000001,0.42860000000000004,0.1429,0.0,0.5714,Stretch 4,No
656,David Campbell,High Point,29,34.9,88.4,12.4,44.1,47.91,0.833,0.47200000000000003,0.261,4,193,0.9630504999999999,0.0,109.151,-4.20823,14.1379,0.8621000000000001,1.2414,0.8966000000000001,0.3448,0.0345,2.1379,Wing G,No
657,Chris McEachin,Norfolk St.,34,74.1,100.5,22.1,48.6,51.98,0.74,0.446,0.34700000000000003,4,198,0.56713689,0.0,100.115,0.113969,29.9706,0.7647,2.3235,1.1176,1.1765,0.4706,12.7647,Wing G,No
660,Lyndon Jordan,Fairfield,32,31.0,113.4,13.1,56.7,56.54,0.522,0.516,0.397,4,187,2.08319998,0.0,90.3651,1.8944100000000001,12.8438,0.1562,1.0938,0.7812,0.5625,0.031200000000000002,3.5312,Combo G,No
664,Devan Downey,South Carolina,31,85.1,102.6,34.5,45.9,51.33,0.834,0.431,0.342,4,175,0.99084217,0.0,98.6272,4.61167,34.0323,0.5484,2.7419000000000002,3.4839,2.7419000000000002,0.0323,22.5484,Scoring PG,No
667,Mark Wohlford,Purdue,24,11.1,120.9,10.3,80.0,74.15,0.444,0.667,0.5710000000000001,4,182,1.0,0.0,96.3926,4.98687,6.5,0.25,0.45830000000000004,0.25,0.16670000000000001,0.0417,1.5,Wing G,No
680,Charoy Bentley,Saint Joseph's,27,27.2,79.7,18.8,43.0,44.56,0.6000000000000001,0.382,0.308,4,180,1.09685565,0.0,112.143,-7.62563,13.4074,0.0741,1.1481,1.2593,0.25930000000000003,0.0,3.0741,Scoring PG,No
681,Mike Singletary,Texas Tech,31,70.5,98.5,25.3,45.3,52.97,0.743,0.486,0.158,4,195,0.820202,0.0,105.657,0.627161,29.3226,1.6129,4.1935,2.3548,0.7742,0.3871,12.7097,Wing G,No
684,Cole Aldrich,Kansas,36,66.4,116.9,20.2,56.2,59.61,0.679,0.562,0.0,3,210,0.55354846,11.0,82.6828,11.6948,26.75,3.0556,6.7778,0.8611000000000001,0.75,3.4722,11.2778,C,Yes
686,John Roberson,Texas Tech,30,82.1,102.2,22.2,50.5,55.48,0.833,0.355,0.40800000000000003,4,180,1.34342427,0.0,109.872,0.34105,35.3,0.2,1.7667000000000002,4.4333,1.1333,0.16670000000000001,14.0667,Pure PG,No
687,D'walyn Roberts,Texas Tech,26,49.8,114.7,13.8,58.1,57.99,0.541,0.581,0.0,4,200,0.8800832,0.0,104.712,4.81254,24.6923,2.4231,3.0385,0.8462000000000001,0.7308,1.0769,6.5385,PF/C,No
689,Phil Jones,Charlotte,15,25.8,115.1,18.4,55.8,60.04,0.75,0.581,0.0,4,210,0.56248245,0.0,100.163,4.09128,21.5333,2.2667,3.2,0.6000000000000001,0.4,1.8667,7.5333,C,No
693,Corey Bloom,Louisiana Lafayette,6,8.0,109.4,16.8,50.0,51.84,0.75,0.5,0.333,4,195,1.0,0.0,107.928,-3.74217,15.0,0.5,0.6667000000000001,0.33330000000000004,0.33330000000000004,0.0,5.1667,Wing G,No
694,Liam Potter,Sacred Heart,29,67.9,94.7,21.2,50.5,51.65,0.526,0.505,0.0,4,213,0.34286188,0.0,100.925,-3.1163,27.2759,3.2759,5.0345,0.8276,0.27590000000000003,2.0,9.5172,C,No
695,Doug Elwell,Wagner,31,60.8,96.5,14.7,45.7,46.1,0.625,0.431,0.311,4,195,1.59463759,0.0,101.673,-0.0233639,24.5161,1.3226,2.8064999999999998,1.9032,0.7742,1.1613,5.2581,Stretch 4,No
698,Eric Vianney,Tulane,25,28.4,92.9,15.6,50.0,52.29,0.636,0.533,0.327,4,187,1.17391307,0.0,97.9974,0.9024500000000001,13.68,0.2,1.4,1.08,0.88,0.04,3.24,Combo G,No
699,Kelson Stewart,Arkansas Little Rock,27,36.3,100.8,16.0,40.7,48.08,0.805,0.303,0.419,2,193,1.07684314,0.0,114.9,-4.23145,15.1852,0.5926,0.9259000000000001,0.5185000000000001,0.1481,0.0741,4.1481,Wing G,No
704,Julius Coles,Canisius,30,72.3,97.2,22.0,43.6,46.64,0.633,0.401,0.33,4,193,1.23399505,0.0,101.541,-0.729858,28.9333,1.0333,3.0333,1.9333,1.0333,0.4333,10.9,Wing G,No
705,Michael Sands,Yale,30,65.5,103.1,22.4,48.8,56.09,0.74,0.495,0.167,3,200,0.51665002,0.0,104.414,-3.34434,26.3,1.9,4.0667,1.0333,0.4,0.1,10.6667,Wing F,No
706,Raffi Mantilla,Yale,15,17.3,96.6,16.8,51.2,52.99,0.615,0.6000000000000001,0.308,4,190,1.08337498,0.0,103.066,-1.6151200000000001,12.6667,0.4,0.8667,0.8667,0.33330000000000004,0.06670000000000001,3.3333,Combo G,No
707,Robert Goldsberry,Canisius,26,51.5,111.2,16.2,55.2,63.52,0.8220000000000001,0.314,0.459,4,182,1.72911933,0.0,100.399,1.68057,23.7692,0.5,1.8077,3.1923,1.3846,0.1154,6.3846,Pure PG,No
708,Greg Logins,Canisius,30,58.6,110.1,22.7,55.6,57.52,0.783,0.48,0.454,4,200,0.39998499,0.0,98.1054,-1.0296,23.4333,1.6,4.4333,0.5333,0.5333,0.30000000000000004,11.7667,Stretch 4,No
710,Conor Turley,Penn,26,37.8,105.6,18.3,55.4,58.89,0.679,0.554,0.0,4,200,0.64004163,0.0,106.47,-1.66015,16.7308,0.9615,1.4615,0.6154000000000001,0.2308,0.3846,5.3077,PF/C,No
712,Porter Braswell,Yale,27,75.4,103.5,20.2,48.6,55.43,0.804,0.451,0.354,4,182,1.17645183,0.0,102.027,0.15942399999999998,30.7037,0.40740000000000004,3.1852,2.2222,0.7778,0.0,11.037,Combo G,No
716,Ben Louis,James Madison,29,19.0,100.3,13.8,56.1,57.01,0.667,0.615,0.357,4,190,1.72224908,0.0,101.514,-0.621124,8.6897,0.1034,0.8621000000000001,1.069,0.3448,0.1034,1.7241,Scoring PG,No
720,Elton Frazier,Canisius,30,69.9,112.8,21.7,53.3,55.89,0.6960000000000001,0.546,0.23800000000000002,4,198,0.7692308,0.0,99.4946,2.59312,27.9667,2.7333,3.6,1.0,0.8333,1.1333,12.4333,PF/C,No
732,Marko Spica,Central Michigan,28,39.1,84.0,30.6,49.0,52.83,0.629,0.49,0.0,3,205,0.1971842,0.0,101.372,-7.9264600000000005,16.2143,1.3571,1.9286,0.5,0.2857,0.2857,7.1429,C,No
736,Antoine Perry,Norfolk St.,25,17.6,46.4,11.7,20.8,20.43,0.0,0.263,0.0,4,182,0.91304343,0.0,107.002,-10.8608,8.6,0.16,0.36,0.84,0.28,0.04,0.4,Combo G,No
738,Asown Sayles,Ohio,34,31.0,95.5,10.4,43.6,45.38,0.6000000000000001,0.606,0.189,4,198,1.0,0.0,101.864,-0.772057,13.2647,0.6471,1.8529,0.44120000000000004,0.4706,0.17650000000000002,2.0588,Stretch 4,No
739,Nick Walsh,Manhattan,26,30.0,74.0,18.6,37.4,39.64,0.75,0.333,0.261,4,175,0.78119919,0.0,113.262,-8.76326,14.4231,0.1154,0.5385,0.9615,0.5,0.0385,3.1923,Combo G,No
740,Damion James,Texas,34,74.8,115.6,25.5,54.4,57.83,0.674,0.535,0.383,4,200,0.47826942,24.0,87.0914,8.40478,30.2647,3.1471,7.1471,0.9706,1.6764999999999999,1.1765,17.9706,PF/C,Yes
741,Dominic Calegari,UC Davis,30,77.5,109.2,25.4,58.7,61.3,0.721,0.562,0.417,4,205,0.79166663,0.0,102.21,3.18477,31.1333,1.2,3.9333,1.9,1.1,0.8667,16.7667,Wing F,No
742,Dexter Pittman,Texas,34,47.1,113.1,24.4,65.4,63.82,0.556,0.654,0.0,4,208,0.28333427,32.0,92.6265,8.09001,19.0588,2.9706,2.8824,0.5,0.3529,1.8529,10.4412,C,Yes
749,Sai'Quon Stone,Southern Miss,28,39.8,108.5,15.9,43.2,58.82,0.838,0.41500000000000004,1.0,4,198,0.8710143300000001,0.0,100.42,3.27609,16.5714,1.1071,1.1429,0.9643,0.75,0.1429,4.25,Wing G,No
751,Yorel Hawkins,Fairfield,33,68.7,102.6,20.6,44.8,48.91,0.759,0.461,0.167,4,195,1.04761534,0.0,87.0386,2.34988,27.5758,1.8788,3.5152,1.3333,1.3636,0.2727,10.0606,Wing G,No
752,Doneal Mack,Memphis,34,70.9,117.8,16.6,55.1,57.09,0.729,0.517,0.384,4,195,1.9642987299999999,0.0,103.44,3.24566,28.352899999999998,0.4118,1.5,1.6176,0.7647,0.4706,10.4118,Combo G,No
